School_pre,Pre,Post,Surveys,School,School_Level,School_Type,Sex,Yrs_Allstars_dummy,Grade_Level,RFJ_post,RFJ_Dic_post,RFJ_3_post,RFJ_Dic_pre,RFJ_3_pre,RFJ_Change,Grade_pre,Grade_post,Social_pre,PosID_pre,ComLearn_pre,PosVal_pre,Support_Pre,Empower_Pre,Bound_Pre,Construct_Pre,Social_post,PosID_post,ComLearn_post,PosVal_post,Support_post,Empower_post,Bound_post,Construct_post,Peer_Pre,Staff_Pre,Skill_Pre,Voice_Pre,Active_Pre,Peer_post,Staff_post,Active_post,Skill_post,Voice_post,School_Level_pre,School_Type_pre,Site_pre,RFJ_pre,RFJ_Other_pre,Yrs_Allstars_pre,Yrs_Allstars_pre_dummy,Q1_Peer_pre,Q2_Skill_pre,Q3_Staff_pre,Q4_Voice_pre,Q5_Active_pre,Q6_Voice_pre,Q7_Peer_pre,Q8_Staff_pre,Q9_Active_pre,Q10_Skill_pre,Q11_Peer_pre,Q12_Voice_pre,Q13_Active_pre,Q14_Staff_pre,Q15_Skill_pre,Q16_Peer_pre,Q17_Voice_pre,Q18_Skill_pre,Q19_Active_pre,Q20_Peer_pre,Q21_Voice_pre,Q22_Staff_pre,Q23_Skill_pre,Q24_Skill_pre,Q25_Voice_pre,Q26_Staff_pre,Q27_Voice_pre,Q28_Skill_pre,Q29_Staff_pre,Q30_Staff_pre,Q31_Staff_pre,DAP_1_pre,DAP_2_pre,DAP_3_pre,DAP_4_pre,DAP_5_pre,DAP_6_pre,DAP_7_pre,DAP_8_pre,DAP_9_pre,DAP_10_pre,DAP_11_pre,DAP_12_pre,DAP_13_pre,DAP_14_pre,DAP_15_pre,DAP_16_pre,DAP_17_pre,DAP_18_pre,DAP_19_pre,DAP_20_pre,DAP_21_pre,DAP_22_pre,DAP_23_pre,DAP_24_pre,DAP_25_pre,DAP_26_pre,DAP_27_pre,DAP_28_pre,DAP_29_pre,DAP_30_pre,DAP_31_pre,DAP_32_pre,DAP_33_pre,DAP_34_pre,DAP_35_pre,DAP_36_pre,DAP_37_pre,DAP_38_pre,DAP_39_pre,DAP_40_pre,DAP_41_pre,DAP_42_pre,DAP_43_pre,DAP_44_pre,DAP_45_pre,DAP_46_pre,DAP_47_pre,DAP_48_pre,DAP_49_pre,DAP_50_pre,DAP_51_pre,DAP_52_pre,DAP_53_pre,DAP_54_pre,DAP_55_pre,DAP_56_pre,DAP_57_pre,DAP_58_pre,Q1_Peer_post,Q2_Skill_post,Q3_Staff_post,Q4_Voice_post,Q5_Active_post,Q6_Voice_post,Q7_Peer_post,Q8_Staff_post,Q9_Active_post,Q10_Skill_post,Q11_Peer_post,Q12_Voice_post,Q13_Active_post,Q14_Staff_post,Q15_Skill_post,Q16_Peer_post,Q17_Voice_post,Q18_Skill_post,Q19_Active_post,Q20_Peer_post,Q21_Voice_post,Q22_Staff_post,Q23_Skill_post,Q24_Skill_post,Q25_Voice_post,Q26_Staff_post,Q27_Voice_post,Q28_Skill_post,Q29_Staff_post,Q30_Staff_post,Q31_Staff_post,DAP_1_post,DAP_2_post,DAP_3_post,DAP_4_post,DAP_5_post,DAP_6_post,DAP_7_post,DAP_8_post,DAP_9_post,DAP_10_post,DAP_11_post,DAP_12_post,DAP_13_post,DAP_14_post,DAP_15_post,DAP_16_post,DAP_17_post,DAP_18_post,DAP_19_post,DAP_20_post,DAP_21_post,DAP_22_post,DAP_23_post,DAP_24_post,DAP_25_post,DAP_26_post,DAP_27_post,DAP_28_post,DAP_29_post,DAP_30_post,DAP_31_post,DAP_32_post,DAP_33_post,DAP_34_post,DAP_35_post,DAP_36_post,DAP_37_post,DAP_38_post,DAP_39_post,DAP_40_post,DAP_41_post,DAP_42_post,DAP_43_post,DAP_44_post,DAP_45_post,DAP_46_post,DAP_47_post,DAP_48_post,DAP_49_post,DAP_50_post,DAP_51_post,DAP_52_post,DAP_53_post,DAP_54_post,DAP_55_post,DAP_56_post,DAP_57_post,DAP_58_post,Exclude99s_Pre,Exclude99s_Post,Exclude99s_Pre_YesNo,Exclude99s_Post_YesNo,DAP_1_pre_fix,DAP_2_pre_fix,DAP_3_pre_fix,DAP_4_pre_fix,DAP_5_pre_fix,DAP_6_pre_fix,DAP_7_pre_fix,DAP_8_pre_fix,DAP_9_pre_fix,DAP_10_pre_fix,DAP_11_pre_fix,DAP_12_pre_fix,DAP_13_pre_fix,DAP_14_pre_fix,DAP_15_pre_fix,DAP_16_pre_fix,DAP_17_pre_fix,DAP_18_pre_fix,DAP_19_pre_fix,DAP_20_pre_fix,DAP_21_pre_fix,DAP_22_pre_fix,DAP_23_pre_fix,DAP_24_pre_fix,DAP_25_pre_fix,DAP_26_pre_fix,DAP_27_pre_fix,DAP_28_pre_fix,DAP_29_pre_fix,DAP_30_pre_fix,DAP_31_pre_fix,DAP_32_pre_fix,DAP_33_pre_fix,DAP_34_pre_fix,DAP_35_pre_fix,DAP_36_pre_fix,DAP_37_pre_fix,DAP_38_pre_fix,DAP_39_pre_fix,DAP_40_pre_fix,DAP_41_pre_fix,DAP_42_pre_fix,DAP_43_pre_fix,DAP_44_pre_fix,DAP_45_pre_fix,DAP_46_pre_fix,DAP_47_pre_fix,DAP_48_pre_fix,DAP_49_pre_fix,DAP_50_pre_fix,DAP_51_pre_fix,DAP_52_pre_fix,DAP_53_pre_fix,DAP_54_pre_fix,DAP_55_pre_fix,DAP_56_pre_fix,DAP_57_pre_fix,DAP_58_pre_fix,DAP_1_post_fix,DAP_2_post_fix,DAP_3_post_fix,DAP_4_post_fix,DAP_5_post_fix,DAP_6_post_fix,DAP_7_post_fix,DAP_8_post_fix,DAP_9_post_fix,DAP_10_post_fix,DAP_11_post_fix,DAP_12_post_fix,DAP_13_post_fix,DAP_14_post_fix,DAP_15_post_fix,DAP_16_post_fix,DAP_17_post_fix,DAP_18_post_fix,DAP_19_post_fix,DAP_20_post_fix,DAP_21_post_fix,DAP_22_post_fix,DAP_23_post_fix,DAP_24_post_fix,DAP_25_post_fix,DAP_26_post_fix,DAP_27_post_fix,DAP_28_post_fix,DAP_29_post_fix,DAP_30_post_fix,DAP_31_post_fix,DAP_32_post_fix,DAP_33_post_fix,DAP_34_post_fix,DAP_35_post_fix,DAP_36_post_fix,DAP_37_post_fix,DAP_38_post_fix,DAP_39_post_fix,DAP_40_post_fix,DAP_41_post_fix,DAP_42_post_fix,DAP_43_post_fix,DAP_44_post_fix,DAP_45_post_fix,DAP_46_post_fix,DAP_47_post_fix,DAP_48_post_fix,DAP_49_post_fix,DAP_50_post_fix,DAP_51_post_fix,DAP_52_post_fix,DAP_53_post_fix,DAP_54_post_fix,DAP_55_post_fix,DAP_56_post_fix,DAP_57_post_fix,DAP_58_post_fix,Social_pre_score,PosID_pre_score,ComLearn_pre_score,PosVal_pre_score,Support_pre_score,Empower_pre_score,Bound_pre_score,Construct_pre_score,Social_pre_round,PosID_pre_round,ComLearn_pre_round,PosVal_pre_round,Support_pre_round,Empower_pre_round,Bound_pre_round,Construct_pre_round,filter_$,Social_post_score,PosID_post_score,ComLearn_post_score,PosVal_post_score,Support_post_score,Empower_post_score,Bound_post_score,Construct_post_score,Social_post_round,PosID_post_round,ComLearn_post_round,PosVal_post_round,Support_post_round,Empower_post_round,Bound_post_round,Construct_post_round,Internal_assets_pre_score,External_Assets_pre_score,Internal_Assets_pre_round,External_Assets_pre_round,Total_Assets_pre,Internal_assets_post_score,External_Assets_post_score,Internal_Assets_post_round,External_Assets_post_round,Total_Assets_post,Experiences_Post,PYD_Internal_Post,PYD_External_Post,PYD_Post,Total_Assets_Pre_4group,Total_Assets_Post_4group,School_Level_Middle,School_Level_High,Peer_post_3group,Staff_post_3group,Active_post_3group,Skill_post_3group,Voice_post_3group,Experiences_post_3group,Total_Assets_Post_ExcellentvsAll,Experiences_Pre,Experiences_pre_3groups
 , ,1,2,11,1,2, ,1, ,1,1,1, , , , , , , , , , , , , ,3.5,3.333333333,3.714285714,3.5,3.714285714,3.5,3.888888889,3.25, , , , , ,2.2,3.5,2.75,3.142857143,2.428571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,4,4,2,3,1,3,3,2,1,3,2,4,4,2,1,3,4,3,2,4,4,3,1,4,3,4,3,4,2,4,4,3,4,4,3,2,4,4,4,3,4,3,1,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,99,3,4,4,3,2,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4, ,3.578947368,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,3,3,2,1,3,3,3,2,3,2,0,3,2,3,3,2,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,99,2,3,3,2,1,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3, , , , , , , , , , , , , , , , ,1,25,23.33333333,27.14285714,25,27.14285714,25,28.88888889,22.5,25,23,27,25,27,25,29,23, , , , , ,25,26,25,26,51,2.804285714,3.511904762,3.588293651,3.550099206, ,4,0,0,2,3,2,3,2,2,1, , 
 , ,1,2,11,1,2,1,1,4,1,1,1, , , , ,4, , , , , , , , ,3,2.833333333,3.142857143,3.454545455,4,3,3.777777778,3, , , , , ,2.2,3.5,3.25,2.857142857,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,4,3,4,4,2,4,3,3,1,2,4,4,3,4,4,3,2,2,2,3,4,2,3,4,3,2,1,4,4,4,3,4,4,4,3,2,4,4,3,4,4,4,2,1,4,4,1,3,2,3,4,3,4,1,1,3,4,3,3,2,4,4,2,3,4,3,4,3,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3, ,3.327586207,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,3,3,3,2,1,3,3,2,3,3,3,1,0,3,3,0,2,1,2,3,2,3,0,0,2,3,2,2,1,3,3,1,2,3,2,3,2,3,1,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2, , , , , , , , , , , , , , , , ,1,20,18.33333333,21.42857143,24.54545455,30,20,27.77777778,20,20,18,21,25,30,20,28,20, , , , , ,21,24.5,21,25,46,2.961428571,3.107683983,3.444444444,3.276064214, ,3,0,0,2,3,3,2,2,2,0, , 
10,2,2,3,10,2,2,1,2,6,4,0,2,1,1,3,99,6,3.63,3.67,3.29,3.73,3.86,3.33,4,3.25,2.875,3,3,2.818181818,2.714285714,2.666666667,3.333333333,2.75,1.2,1.13,1,1,1,3,3,3,3,3,2,2,SKA,1, ,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,2,3,4,4,4,3,3,4,3,3,4,4,4,3,4,4,3,4,4,4,2,3,3,3,4,4,4,4,3,4,4,3,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,1,4,2,3,2,3,3,3,2,3,3,4,3,4,3,99,2,4,4,3,2,3,2,4,3,3,4,3,3,3,3,2,4,3,2,3,4,3,2,3,2,2,1,2,2,3,2,3,3,3,3,3,4,4,4,4,3,2,1,3,2,3,4,1,4,2,4,3,4,3,2,3,2,3,3,4,3,2,4,3,4,3,4,3,3.637931034,2.913793103,1,1,3,3,3,3,1,2,3,3,3,2,2,3,2,2,3,3,3,2,3,3,2,3,3,3,1,2,2,2,3,3,3,3,2,3,3,2,3,3,3,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,3,2,1,2,3,2,1,2,1,1,0,1,1,2,1,2,2,2,2,2,3,3,3,3,2,1,0,2,1,2,3,0,3,1,3,2,3,2,1,2,1,2,2,3,2,1,3,2,3,2,3,2,26.25,26.66666667,22.85714286,27.27272727,28.57142857,23.33333333,30,22.5,26,27,23,27,29,23,30,23,1,18.75,20,20,18.18181818,17.14285714,16.66666667,23.33333333,17.5,19,20,20,18,17,17,23,18,25.75,26.25,26,26,52,19.25,18.75,19,19,38,3,2.923295455,2.866071429,2.894683442,4,2,1,0,2,2,2,2,2,2,0,1.066,1
10,2,2,3,10,2,2,1,2,7,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,1,2,1.5,2.285714286,2.272727273,2.571428571,2.166666667,2.444444444,2.25,1.4,1.875,1.285714286,1.285714286,1,1.8,2.125,1.5,1.571428571,1.714285714,2,2,SKA,1, ,4,2,2,2,3,2,1,1,1,3,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,3,4,2,1,2,4,2,2,2,3,2,1,2,2,1,1,3,3,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,1,2,3,2,2,2,3,2,2,3,3,3,3,3,1,3,2,3,1,2.206896552,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,1,1,1,2,1,0,1,1,0,0,2,2,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,2,1,1,1,2,1,1,2,2,2,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,12.85714286,12.72727273,15.71428571,11.66666667,14.44444444,12.5,10,5,13,13,16,12,14,13,0,0,0,0,0,10.25,13.75,10,14,24,1.742142857,2.01461039,2.358134921,2.186372655,1,1,1,0,1,2,1,1,1,1,0,1.369285714,1
10,2,2,3,10,2,2,1,1,6,1,1,1,1,1,1,6,6, , , , , , , , ,4,4,4,4,4,4,4,4,3,2.75,2.714285714,3.142857143,3.25,3.8,2.625,3.25,2.857142857,2.714285714,2,2,SKA,1, ,1,1,2,4,4,3,3,4,4,3,4,3,2,4,3,3,2,3,3,3,3,4,3,3,2,2,2,2,3,3,1,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,2,4,3,4,3,3,3,4,4,3,3,3,4,3,3,3,4,2,2,3,3,2,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, ,4,0,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , ,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30, , , , , ,30,30,30,30,60,3.049285714,4,4,4, ,4,1,0,3,2,3,2,2,3,1,2.971428571,2
10,2,2,3,10,2,2,2,1,6,1,1,1,1,1,1,6,6,3.428571429,3,3.714285714,3.727272727,3.142857143,3.4,3.666666667,3.75,3.5,3.333333333,3.857142857,3.363636364,3.857142857,3.666666667,3.555555556,3.5,3.8,3.125,3.428571429,3.166666667,3.5,3.8,4,3.25,3.428571429,3.571428571,2,2,SKA,3, ,1,1,4,2,3,4,4,3,4,3,4,4,4,3,2,4,3,4,4,3,4,3,2,2,4,4,3,3,99,4,3,3,4,3,4,3,4,3,4,4,4,4,3,4,3,4,3,2,4,3,99,4,2,99,4,4,4,3,4,3,4,3,4,4,4,4,4,3,4,3,4,2,4,4,3,4,3,4,4,3,2,4,4,3,4,3,4,4,2,4,3,4,3,4,4,3,4,3,4,4,3,4,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,4,4,3,4,2,3,4,4,4,2,4,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,3,4,4,4,3,4,3,4,3,4,3.5,3.568965517,1,1,2,3,2,3,2,3,3,3,3,2,3,2,3,2,1,3,2,99,3,1,99,3,3,3,2,3,2,3,2,3,3,3,3,3,2,3,2,3,1,3,3,2,3,2,3,3,2,1,3,3,2,3,2,3,3,1,3,2,3,2,3,1,2,3,3,3,1,3,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,3,3,2,3,2,3,2,3,24.28571429,20,27.14285714,27.27272727,21.42857143,24,26.66666667,27.5,24,20,27,27,21,24,27,28,1,25,23.33333333,28.57142857,23.63636364,28.57142857,26.66666667,25.55555556,25,25,23,29,24,29,27,26,25,24.5,25,25,25,50,25.25,26.75,25,27,52,3.61,3.513528139,3.64484127,3.579184704,3,4,1,0,3,3,3,3,3,3,1,3.404047619,3
 , ,1,2,10,2,2,1,1,6,1,1,1, , , , ,6, , , , , , , , ,2.5,2.5,2,2.7,2.142857143,2.5,2.777777778,2.75, , , , , ,2.4,2.75,2.5,2.714285714,2.428571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,2,3,2,2,2,3,3,2,2,2,3,3,3,3,2,2,2,3,2,3,2,2,3,3,3,2,3,3,3,2,3,3,2,3,1,2,4,2,3,3,2,2,2,2,3,2,2,3,2,2,3,2,2,2,3,2,3,3,2,3,88,3,2,2,2,3,2,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,2,2,3,3, ,2.49122807,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,1,2,0,1,3,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,88,2,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2, , , , , , , , , , , , , , , , ,1,15,15,10,17,11.42857143,15,17.77777778,17.5,15,15,10,17,11,15,18,18, , , , , ,14.25,15.5,14,16,30,2.558571429,2.425,2.54265873,2.483829365, ,2,1,0,2,2,2,2,2,2,0, , 
10,2,2,3,10,2,2,2,1,6,7, ,3, ,3, ,99,6,4,4,3.571428571,3.818181818,3.857142857,3.833333333,4,4,4,4,3.857142857,3.909090909,3.857142857,4,4,3.75,3.2,3.375,3.142857143,2.857142857,4,3.6,3.75,2.75,3.428571429,4,2,2,SKA,7, ,1,1,3,2,2,1,4,2,3,3,4,2,3,3,4,4,3,4,4,4,4,3,2,4,4,3,4,4,4,4,3,4,3,3,4,4,4,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,1,3,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3.879310345,3.931034483,1,1,2,3,3,3,1,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,30,30,25.71428571,28.18181818,28.57142857,28.33333333,30,30,30,30,26,28,29,28,30,30,1,30,30,28.57142857,29.09090909,28.57142857,30,30,27.5,30,30,29,29,29,30,30,28,28.5,29.25,29,29,58,29.5,29.25,30,29,59,3.505714286,3.941558442,3.901785714,3.921672078,4,4,1,0,3,3,2,3,3,3,1,3.315,3
10,2,2,3,10,2,2,1,2,7,1,1,1,1,1,1,7,7,2.5,2,2.571428571,2.545454545,3.714285714,3.166666667,3.666666667,4,3,2.5,2.857142857,2.363636364,3.428571429,3.5,3.666666667,2.75,2.666666667,3.166666667,2.166666667,2,1.333333333,1.6,2.125,2.25,2.142857143,1.714285714,2,2,SKA,2, ,2,2,88,88,88,88,88,88,88,88,1,2,3,3,1,3,4,4,4,3,2,1,1,3,1,1,1,4,1,2,3,2,4,2,4,1,2,1,1,3,3,4,1,2,2,4,1,1,2,4,2,3,2,1,3,3,4,4,2,3,4,4,2,4,4,3,4,3,4,1,4,4,4,1,4,3,4,4,2,4,2,4,4,4,4,4,4,2,4,4,4,2,3,3,2,2,2,1,3,2,2,2,2,3,3,2,1,2,3,2,2,1,1,1,1,1,2,2,3,1,2,2,2,1,2,3,1,2,2,3,4,3,3,4,4,4,2,1,4,4,2,2,2,2,3,4,3,3,2,4,4,3,2,2,2,4,2,4,2,4,4,1,3,4,3,3,4,4,4,2,4,4,2,3,4,4,4,4,4,4,2.965517241,3,1,1,1,3,0,1,0,0,2,2,3,0,1,1,3,0,0,1,3,1,2,1,0,2,2,3,3,1,2,3,3,1,3,3,2,3,2,3,0,3,3,3,0,3,2,3,3,1,3,1,3,3,3,3,3,3,1,3,3,3,1,0,1,2,0,1,1,2,3,2,2,3,3,3,1,0,3,3,1,1,1,1,2,3,2,2,1,3,3,2,1,1,1,3,1,3,1,3,3,0,2,3,2,2,3,3,3,1,3,3,1,2,3,3,3,3,3,3,15,10,15.71428571,15.45454545,27.14285714,21.66666667,26.66666667,30,15,10,16,15,27,22,27,30,1,20,15,18.57142857,13.63636364,24.28571429,25,26.66666667,17.5,20,15,19,14,24,25,27,18,14,26.5,14,27,41,17,23.5,17,24,41,1.966428571,2.680194805,3.336309524,3.008252165,3,3,1,0,1,2,2,2,1,1,0,2.266666667,2
 , ,1,2,10,2,2,1,1,7,99, ,99, , , , ,7, , , , , , , , ,3.25,3.5,2.571428571,2.363636364,2.428571429,3.166666667,2.555555556,1.5, , , , , ,3.4,2.375,3,1.857142857,2.428571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3,3,4,1,4,3,2,2,1,1,3,2,1,4,4,3,3,4,2,2,1,1,2,3,4,3,1,1,4,4,3,4,4,1,4,3,2,4,2,3,4,1,2,4,2,3,4,3,2,4,4,2,4,3,4,4,4,2,1,1,1,3,1,2,3,2,2,2,1,1,3,1,3,2,4,3,1,3,2,1,4,3,4,1,4,3,4, ,2.689655172,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,3,3,0,3,2,1,3,1,2,3,0,1,3,1,2,3,2,1,3,3,1,3,2,3,3,3,1,0,0,0,2,0,1,2,1,1,1,0,0,2,0,2,1,3,2,0,2,1,0,3,2,3,0,3,2,3, , , , , , , , , , , , , , , , ,1,22.5,25,15.71428571,13.63636364,14.28571429,21.66666667,15.55555556,5,23,25,16,14,14,22,16,5, , , , , ,19.5,14.25,20,14,34,2.612142857,2.921266234,2.412698413,2.666982323, ,2,1,0,3,2,2,1,2,2,0, , 
10,2,2,3,10,2,2,2,1,6,2,1,1,0,2,2,6,6, , , , , , , , ,3.125,3.5,3.142857143,3.545454545,4,3.666666667,4,3.5,2.8,2.125,2.428571429,2.428571429,2.5,2.6,2.125,2.75,2.571428571,2.285714286,2,2,SKA,5, ,1,1,4,4,3,2,4,2,1,2,3,2,3,2,1,2,2,4,3,2,2,2,3,1,2,2,3,1,2,3,2,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,2,3,4,3,2,2,1,2,2,2,3,2,2,3,3,2,3,4,2,1,2,2,3,2,1,2,3,1,3,4,3,4,4,2,1,4,3,4,4,3,2,4,4,2,3,4,4,3,3,3,3,4,4,4,3,3,4,4,4,4,3,2,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, ,3.568965517,0,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,3,1,0,3,2,3,3,2,1,3,3,1,2,3,3,2,2,2,2,3,3,3,2,2,3,3,3,3,2,1,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , ,1,21.25,25,21.42857143,25.45454545,30,26.66666667,30,25,21,25,21,25,30,27,30,25, , , , , ,23,28,23,28,51,2.466428571,3.328327922,3.791666667,3.559997294, ,4,1,0,2,2,2,2,2,2,1,2.456428571,2
